id,section,title,authors,year,type,source,priority,tags,pdf_url,landing_url,url_status,catalog_status,notes
safety-cases-2024,10,Safety Cases: How to Justify the Safety of Advanced AI Systems,Clymer,2024.0,paper,arxiv,p0,,https://arxiv.org/pdf/2403.10462,https://arxiv.org/abs/2403.10462,direct PDF (arXiv ID mapped),original,arXiv ID:2403.10462
trustagent-2024,10,TrustAgent: Towards Safe and Trustworthy LLM-based Agents through Agent Constitution,Hua et al.,2024.0,paper,arxiv,,new,https://arxiv.org/pdf/2402.01586,https://arxiv.org/abs/2402.01586,direct PDF (arXiv ID mapped),added,arXiv ID:2402.01586 Constitution-based pre/in/post-planning safety strategies.
control-safety-case-2025,10,A Sketch of an AI Control Safety Case,Korbak,2025.0,paper,arxiv,,,https://arxiv.org/pdf/2501.17315,https://arxiv.org/abs/2501.17315,direct PDF (arXiv ID mapped),original,arXiv ID:2501.17315
cot-monitorability-2025,10,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety,Korbak et al.,2025.0,paper,arxiv,p0,new,https://arxiv.org/pdf/2507.11473,https://arxiv.org/abs/2507.11473,direct PDF (arXiv ID mapped),added,arXiv ID:2507.11473 Cross-lab position paper on preserving CoT monitorability as an oversight channel.
llamafirewall-2025,10,LlamaFirewall: An Open Source Guardrail System for Building Secure AI Agents,Chennabasappa et al.,2025.0,paper,arxiv,,new,https://arxiv.org/pdf/2505.03574,https://arxiv.org/abs/2505.03574,direct PDF (arXiv ID mapped),added,"arXiv ID:2505.03574 Meta; PromptGuard 2, AlignmentCheck, CodeShield layered agent guardrails."
mi9-2025,10,MI9: An Integrated Runtime Governance Framework for Agentic AI,Wang,2025.0,paper,arxiv,p0,,https://arxiv.org/pdf/2508.03858,https://arxiv.org/abs/2508.03858,direct PDF (arXiv ID mapped),original,arXiv ID:2508.03858
monitor-misbehavior-2025,10,Monitoring Reasoning Models for Misbehavior and the Risks of Promoting Obfuscation,Baker et al.,2025.0,paper,arxiv,p0,new,https://arxiv.org/pdf/2503.11926,https://arxiv.org/abs/2503.11926,direct PDF (arXiv ID mapped),added,arXiv ID:2503.11926 OpenAI; optimizing against CoT monitors teaches obfuscation - key caveat for monitor-based assurance.
pro2guard-2025,10,Pro2Guard: Proactive Runtime Enforcement of LLM Agent Safety via Probabilistic Model Checking,Wang et al.,2025.0,paper,arxiv,,new,https://arxiv.org/pdf/2508.00500,https://arxiv.org/abs/2508.00500,direct PDF (arXiv ID mapped),added,arXiv ID:2508.00500 Runtime monitoring with probabilistic model checking.
progent-2025,10,Progent: Programmable Privilege Control for LLM Agents,Shi,2025.0,paper,arxiv,p0,,https://arxiv.org/pdf/2504.11703,https://arxiv.org/abs/2504.11703,direct PDF (arXiv ID mapped),original,arXiv ID:2504.11703
weak-to-strong-monitor-2025,10,Reliable Weak-to-Strong Monitoring of LLM Agents,Kale et al.,2025.0,paper,arxiv,,new,https://arxiv.org/pdf/2508.19461,https://arxiv.org/abs/2508.19461,direct PDF (arXiv ID mapped),added,arXiv ID:2508.19461 Monitor robustness when the monitored agent is stronger than the monitor.
agent-behavioral-contracts-2026,10,Agent Behavioral Contracts: Formal Specification and Runtime Governance for LLM Agents,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2602.22302,https://arxiv.org/abs/2602.22302,direct PDF (arXiv ID mapped),added,arXiv ID:2602.22302 Formal contract layer for agent behavior.
agent-traces-to-trust-2026,10,"From Agent Traces to Trust: A Survey of Evidence, Provenance, and Assurance for LLM Agents",Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2606.04990,https://arxiv.org/abs/2606.04990,direct PDF (arXiv ID mapped),added,"arXiv ID:2606.04990 Connects traces, provenance, runtime evidence, and assurance."
agentguardian-2026,10,Learning Access Control Policies to Govern AI Agent Operations,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2601.10440,https://arxiv.org/abs/2601.10440,direct PDF (arXiv ID mapped),added,arXiv ID:2601.10440 Context-aware policy enforcement for agent operations.
agentspec-2025,10,AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents,"Wang,Poskitt,Sun",2026.0,paper,arxiv,p0,,https://arxiv.org/pdf/2503.18666,https://arxiv.org/abs/2503.18666,direct PDF (arXiv ID mapped),original,"arXiv ID:2503.18666 Preprint 2025; ICSE publication is 2026. Kept ID, normalized catalogue year to 2026."
agenttrust-2026,10,AgentTrust: Runtime Safety Evaluation and Interception for AI Agent Tool Use,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2605.04785,https://arxiv.org/abs/2605.04785,direct PDF (arXiv ID mapped),added,arXiv ID:2605.04785 Runtime interception layer for tool calls.
runtime-gov-paths-2026,10,Runtime Governance for AI Agents: Policies on Paths,Various,2026.0,paper,arxiv,p0,new-2026,https://arxiv.org/pdf/2603.16586,https://arxiv.org/abs/2603.16586,direct PDF (arXiv ID mapped),added,arXiv ID:2603.16586 Path-based runtime policy enforcement; surveys MI9/AgentSpec/MAESTRO landscape.
ssgm-2026,10,"Governing Evolving Memory in LLM Agents: Risks, Mechanisms, and the Stability and Safety Governed Memory (SSGM) Framework","Lam,Li,Zhang,Zhao",2026.0,paper,arxiv,p0,,https://arxiv.org/pdf/2603.11768,https://arxiv.org/abs/2603.11768,direct PDF (arXiv ID mapped),original,arXiv ID:2603.11768
structured-safety-case-2026,10,A Structured Approach to Safety Case Construction for AI Systems,Various,2026.0,paper,arxiv,,new-2026,https://arxiv.org/pdf/2601.22773,https://arxiv.org/abs/2601.22773,direct PDF (arXiv ID mapped),added,arXiv ID:2601.22773 Recent safety-case construction methodology.
